item_id,familiarity,filename,match_noun,match_verb,match_noun_en,match_verb_en,nonmatch_noun,nonmatch_verb,nonmatch_noun_en,nonmatch_verb_en
29,unfamiliar,4erbohrer.png,Löcher,bohren,hole,drilling,Sonnenlicht,Intensität messen,sunlight,measure intensity
30,unfamiliar,Grossfisch-Angelkurbel.png,Angelschnur,kurbeln,fishing line,winding,Glaskörper,musizieren,glass body,making music
31,unfamiliar,Kurvenmalgeraet.png,Kurven,malen,curve,drawing,Nussöl,pressen,nut oil,pressing
32,unfamiliar,radiofrequenzeinsteller.png,Radiofrequenz,einstellen,radio frequency,tuning,Erektion,helfen,erection,helping
33,unfamiliar,Zaepfchenpresse.png,Zäpfchen,pressen,suppository,pressing,Unkraut,jäten,weed,removing
34,unfamiliar,dosenoeffner_fuer_faesser.png,Fass,öffnen,barrel,opening,Pflanzenteile,vergrößern,plant parts,magnifying
35,unfamiliar,karbidlampe.png,Bergbaustollen,beleuchten,mining tunnel,lightening,Knie,fixieren,knee,fixating
36,unfamiliar,antizaungurt.png,Kuh,vom Zaun abhalten,cow,keeping away from the fence,Radiofrequenz,einstellen,radio frequency,tuning
37,unfamiliar,Saemaschine.png,Saatgut,gleichmäßig aussäen,seeds,sowing evenly,Fass,öffnen,barrel,opening
38,unfamiliar,Flaschentrockner.png,Flaschen,trocknen,bottles,drying,Bleistift,anspitzen,pencil,sharpening
39,unfamiliar,Thermopneumatische_Uhr.png,Uhr,mit Wärme betreiben,clock,operating with heat,Körper,untersuchen,body,training
40,unfamiliar,kimkim.png,Tonpott,trommeln,clay pot,drumming,Piano,stimmen,piano,tuning
41,unfamiliar,Sprengstoff-Zuender.png,Sprengstoffexplosion,auslösen,dynamite explosion,triggering,Fisch,wiegen,fish,weighing
42,unfamiliar,pferdeueberschuh.png,Pferdehuf,Halt geben,horse hoof,giving grip,Zäpfchen,pressen,suppository,pressing
43,unfamiliar,Bleistiftspitzer.png,Bleistift,anspitzen,pencil,sharpening,Angel,Köder markieren,fishing rod,marking bait
44,unfamiliar,Nussoelpressmaschine.png,Nussöl,pressen,nut oil,pressing,Zeichen,einbrennen,marks,burning in
45,unfamiliar,rasierklingenschaerfer.png,Rasierklinge,schärfen,razor blade,sharpening,Kurven,malen,curve,drawing
46,unfamiliar,plattenheber.png,heiße Platten,anheben,hot plates,lifting,Kleidung,im Eimer waschen,clothes,washing in a bucket
47,unfamiliar,filmrolle.png,Film,aufspulen,film roll,winding,Mund,offen halten,mouth,keeping open
48,unfamiliar,Flammenwerfer-Aufsatz.png,Waffe,entflammen,weapon,inflaming,Uhrzeit,anzeigen,time,displaying
49,unfamiliar,mikrotom.png,Mikroskop-Proben,schneiden,microscopic samples,slicing,heiße Platten,anheben,hot plates,lifting
50,unfamiliar,Glasresonanz-Cello.png,Glaskörper,musizieren,glass body,making music,Kork,flach pressen,cork,pressing flat
51,unfamiliar,dampfzerstaeuber.png,Dampf,zerstäuben,steam,spraying,Buch,binden,book,opening
52,unfamiliar,mandelnentferner.png,Mandeln,operieren,kidneys,operating,Film,aufspulen,film roll,winding
53,unfamiliar,toaster.png,Toastbrot,rösten,toast,roasting,Autobatterie,Spannung testen,car battery,measuring voltage
54,unfamiliar,steigbuegel.png,Fußstütze,reiten,footrest,horseback riding,Stromstärke,messen,current,measuring
55,unfamiliar,feuertuergelenk.png,Türgelenk,Feuer überstehen,door hinge,surviving fires,Botschaft,telegrafieren,message,telegraphing
56,unfamiliar,einkufiger_schlitten.png,Schnee,rodeln,snow,sleighing,Dampf,zerstäuben,steam,spraying
57,unfamiliar,Nussknacker.png,Nüsse,aufbrechen,nuts,cracking,Ziegelsteine,formen,bricks,forming
58,unfamiliar,elektrisches_radiergummi.png,Radiergummi,mit Strom betreiben,eraser,operating with electricity,Münzen,aufbewahren,coins,storing
59,unfamiliar,Treibhausheizgeraet.png,Treibhaus,heizen,glass house,heating,Messer,schleifen,knife,sharpening
60,unfamiliar,Telegraphier-Geraet.png,Botschaft,telegrafieren,message,telegraphing,Toastbrot,rösten,toast,roasting
61,unfamiliar,schwimmer.png,Angel,Köder markieren,fishing rod,marking bait,Baum,erklettern,tree,climbing
62,unfamiliar,Selbstreinigendes_Katzenklo.png,Katzenklo,sich selbst reinigen,litter box,self-cleaning,Tankfüllstand,messen,fuel tank level,gauging
63,unfamiliar,pleximeter.png,Körper,untersuchen,body,examining,Schuhe,auf Eis laufen,shoes,walking on ice
64,unfamiliar,brillenglasschneidemaschine.png,Brillenglas,zuschneiden,eyeglass lens,cutting,Saatgut,gleichmäßig aussäen,seeds,sowing evenly
65,unfamiliar,drahtbieger.png,Draht,wickeln,wire,winding,Bergbaustollen,beleuchten,mining tunnel,lightening
66,unfamiliar,Buecher-Offenhalter.png,Buch,offen halten,book,opening,Sprengstoffexplosion,auslösen,dynamite explosion,triggering
67,unfamiliar,haecksler.png,Feldanbau,häckseln,harvest,chopping,Draht,wickeln,wire,winding
68,unfamiliar,Roemisches_Senklot.png,Schnurlot,absenken,plummet,letting down,Korken,formen,bottle cork,forming
69,unfamiliar,filar_micrometer.png,Sternenbilder,vermessen,stellar constellation,measuring,Schnurlot,absenken,plummet,letting down
70,unfamiliar,Morse-Geraet.png,Nachricht,morsen,message,signaling,Feldanbau,häckseln,harvest,chopping
71,unfamiliar,Stampf-Fiedel.png,Musikgerät,stampfen,musical instrument,stamping,Goldmünzen,wiegen,gold coin,weighing
72,unfamiliar,schneekette.png,Schuhe,auf Eis laufen,shoes,walking on ice,Geschwindigkeit,ermitteln,speed,determining
73,unfamiliar,mechanisches_tachometer.png,Geschwindigkeit,ermitteln,speed,determining,Mausefalle,zuschnappen,mousetrap,snap-shutting
74,unfamiliar,Brenneisen.png,Zeichen,einbrennen,marks,burning in,Luftdruck,messen,air pressure,measuring
75,unfamiliar,Tabakschneider.png,Tabak,zermahlen,tobacco,pulverize,Flaschen,trocknen,bottles,drying
76,unfamiliar,galvanometer_2.png,Stromstärke,messen,current,measuring,Mandeln,operieren,kidneys,operating
77,unfamiliar,tierfalle.png,Tier,einfangen,animal,trapping,Maiskolben,entkörnen,corncob,removing grains
78,unfamiliar,Messerschleifer.png,Messer,schleifen,knife,sharpening,Schritte,vergrößern,steps,extending
79,unfamiliar,tibetischer_leierkasten.png,Leierkasten,klingen,barrel organ,making sounds,Fass,anheben,barrel,lifting
80,unfamiliar,Buchbinder.png,Buch,binden,book,binding,Löcher,bohren,hole,drilling
81,unfamiliar,korkenpresse.png,Kork,flach pressen,cork,pressing flat,Elektroschock,spielen,electric shock,playing
82,unfamiliar,tablettenteiler.png,Tabletten,zerteilen,pill,splitting,Blumentopf,sich selbst wässern,flowerpot,self-watering
83,unfamiliar,hebel_fuer_fassbauer.png,Fass,anheben,barrel,lifting,Mikroskop-Proben,schneiden,microscopic samples,slicing
84,unfamiliar,pferdeschuh.png,Pferd,im Moor laufen,horse,walking in the moor,Luft,abpumpen,air,pumping out
85,unfamiliar,Rituelles_Hackmesser.png,altes Ritual,hacken,ancient ritual,chopping,Spannung,erzeugen,electric current,making
86,unfamiliar,Historische_Waschmaschine.png,Kleidung,im Eimer waschen,clothes,washing in a bucket,Türgelenk,Feuer überstehen,door hinge,surviving fires
87,unfamiliar,Maiskolben-Entkoerner.png,Maiskolben,entkörnen,corncob,removing grains,Brief,wiegen,letter,weighing
88,unfamiliar,Ball-Wurfmaschine.png,Ball,katapultieren,ball,catapulting,Radiergummi,mit Strom betreiben,eraser,operating with electricity
89,unfamiliar,planimeter.png,Zeichnungen,vermessen,drawings,measuring,Brenner,löten,burner,soldering
90,unfamiliar,elektroschockspiel.png,Elektroschock,spielen,electric shock,playing,Weinfass,Loch einschlagen,wine barrel,smashing a hole
91,unfamiliar,zaehlgeraet_fuer_lieferungen.png,Lieferungen,abzählen,deliveries,counting,Außenbereich,heizen,outdoor area,heating
92,unfamiliar,Erzeugt_statische_Ladung.png,Rotation,Ladung erzeugen,rotation,creating electric charge,Musikgerät,stampfen,musical instrument,stamping
93,unfamiliar,Kuenstliches Herz.png,Herz,durch Maschine ersetzen,heart,replacing with machine,Kerzen,löschen,candles,extinguishing
94,unfamiliar,seilschneider.png,Seil,schneiden,rope,cutting,Akkordeon,spielen,accordion,playing
95,unfamiliar,Fischwaage.png,Fisch,wiegen,fish,weighing,Herz,durch Maschine ersetzen,heart,replacing with machine
96,unfamiliar,kerzenloescher.png,Kerzen,löschen,candles,extinguishing,Körper,trainieren,body,examining
97,unfamiliar,Korkenpresse_2.png,Korken,formen,bottle cork,forming,Sternenbilder,vermessen,stellar constellation,measuring
98,unfamiliar,Mechanische_Erektionshilfe.png,Erektion,helfen,erection,helping,Waffe,werfen,weapon,throwing
99,unfamiliar,heliotrop.png,Streckenmaß,Sonnenlicht nutzen,distance measure,using sunrays,Kartoffeln,stampfen,potatoes,mashing
100,unfamiliar,Luftdruckmessgeraete.png,Luftdruck,messen,air pressure,measuring,Knochen,sägen,bones,sawing
101,unfamiliar,pianostimmgeraet.png,Piano,stimmen,piano,tuning,Eierkarton,pressen,egg carton,pressing
102,unfamiliar,Handzentrifuge.png,von Hand,zentrifugieren,by hand,centrifugating,Lieferungen,abzählen,deliveries,counting
103,unfamiliar,Kartoffelstampfer.png,Kartoffeln,stampfen,potatoes,mashing,Nachricht,morsen,message,signaling
104,unfamiliar,ninjasterne.png,Waffe,werfen,weapon,throwing,elektrische Spannung,prüfen,electric current,measuring
105,unfamiliar,dieselstandmessgeraet.png,Tankfüllstand,messen,fuel tank level,gauging,Tonpott,trommeln,clay pot,drumming
106,unfamiliar,uhrwerk.png,Uhrzeit,anzeigen,time,displaying,altes Ritual,hacken,ancient ritual,chopping
107,unfamiliar,Windgeschwindigkeitsmesser.png,Windgeschwindigkeit,messen,wind speed,measuring,Waffe,entflammen,weapon,inflaming
108,unfamiliar,schluesselloch-cutter.png,Schlüsselloch,stanzen,keyhole,punching,Automat,Eier ausbrüten,machine,incubating eggs
109,unfamiliar,ziegelformer.png,Ziegelsteine,formen,bricks,forming,Schallplatte,abtasten,vinyl record,reading
110,unfamiliar,Becher-Grammophon.png,Becher,Schall auffangen,drinking cup,picking up sound,Schlüsselloch,stanzen,keyhole,punching
111,unfamiliar,Vakuumpumpe.png,Luft,abpumpen,air,pumping out,Briketts,pressen,briquette,pressing
112,unfamiliar,mundsperrer.png,Mund,offen halten,mouth,keeping open,Orgelton,erzeugen,organ sound,making
113,unfamiliar,Autobatterie-Spannungstester.png,Autobatterie,Spannung testen,car battery,measuring voltage,Becher,Schall auffangen,drinking cup,picking up sound
114,unfamiliar,Sonnenlichtsintensitaetsmesser.png,Sonnenlicht,Intensität messen,sunlight,measure intensity,Krawatten,aufhängen,necktie,hanging up
115,unfamiliar,wagenradschloss.png,Kutschrad,anschließen,carriage wheel,locking,Angelschnur,kurbeln,fishing line,winding
116,unfamiliar,Eierwaage.png,Eier,wiegen,eggs,weighing,Leierkasten,klingen,barrel organ,making sounds
117,unfamiliar,Selbstwaessernder_Blumentopf.png,Blumentopf,sich selbst wässern,flowerpot,self-watering,Glas,schneiden,glass,cutting
118,unfamiliar,Siebenmeilenstiefel.png,Schritte,vergrößern,steps,extending,Tabletten,zerteilen,pill,splitting
119,unfamiliar,Muenzspender.png,Münzen,aufbewahren,coins,storing,Kutschrad,anschließen,carriage wheel,locking
120,unfamiliar,loetlampe.png,Brenner,löten,burner,soldering,Flaschenkorken einführen,einführen,bottle cork,inserting
